RESPODENT ID;DATE;START TIME;END TIME;AREA;COMPANION;WEATHER;GENDER;SMOKING AT THE MOMENT;BRAND;AGREED TO SHARE;QUANTITY
69;16.07.2026;19:00;22:00;Sarajishvili;Friend;Sunny;Male;No;UNKNOWN;No;0
70;16.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;No;Camel;Yes;1
71;16.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;Yes;Parlament;Yes;2
72;16.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;Yes;Winston;Yes;1
73;16.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;No;Parlament;Yes;1
74;16.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;No;UNKNOWN;No;0
75;16.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;No;Parlament;Yes;1
76;16.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;Yes;UNKNOWN;No;0
77;16.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;No;UNKNOWN;No;0
78;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;No;Gauloises;Yes;2
79;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;No;UNKNOWN;No;0
80;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Parlament;Yes;1
81;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;No;UNKNOWN;No;0
82;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;UNKNOWN;No;0
83;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;No;UNKNOWN;No;0
84;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Parlament;Yes;2
85;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Parlament;Yes;1
86;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Parlament;Yes;2
87;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Camel;Yes;1
88;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;No;Marlboro;Yes;1
89;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;UNKNOWN;No;0
90;16.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Parlament;Yes;1
91;16.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;Sobranie;Yes;1
92;16.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;UNKNOWN;No;0
93;16.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;UNKNOWN;No;0
94;16.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;Parlament;Yes;1
95;16.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;UNKNOWN;No;0
96;16.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;masisvitak;Yes;1
97;16.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;Yes;Winston;Yes;1
98;16.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;Yes;Parlament;Yes;2
99;16.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;Parlament;Yes;2
100;16.07.2026;19:00;22:00;Gldani;Friend;Sunny;Male;No;UNKNOWN;No;0
101;17.07.2026;19:00;22:00;Gldani;Friend;Sunny;Male;No;Camel;Yes;1
102;17.07.2026;19:00;22:00;Gldani;Friend;Sunny;Male;Yes;Parlament;Yes;1
103;17.07.2026;19:00;22:00;Gldani;Friend;Sunny;Male;No;Marlboro;Yes;2
104;17.07.2026;19:00;22:00;Gldani;Friend;Sunny;Male;No;Sobranie;Yes;1
105;17.07.2026;19:00;22:00;Gldani;Friend;Sunny;Male;Yes;LM;Yes;1
106;17.07.2026;19:00;22:00;Gldani;Friend;Sunny;Male;Yes;Camel;Yes;1
107;17.07.2026;19:00;22:00;Gldani;Friend;Sunny;Male;Yes;Winston;Yes;1
108;17.07.2026;19:00;22:00;Gldani;Friend;Sunny;Male;Yes;Parlament;Yes;1
109;17.07.2026;19:00;22:00;Gldani;Friend;Sunny;Male;No;UNKNOWN;No;0
110;17.07.2026;19:00;22:00;Gldani;Friend;Sunny;Male;Yes;Camel;Yes;2
111;17.07.2026;19:00;22:00;Gldani;Friend;Sunny;Male;Yes;Parlament;Yes;2
112;17.07.2026;19:00;22:00;Sarajishvili;Friend;Sunny;Male;Yes;Camel;Yes;1
113;17.07.2026;19:00;22:00;Sarajishvili;Friend;Sunny;Male;Yes;UNKNOWN;No;0
114;17.07.2026;19:00;22:00;Sarajishvili;Friend;Sunny;Male;No;UNKNOWN;No;0
115;17.07.2026;19:00;22:00;Sarajishvili;Friend;Sunny;Male;No;Camel;Yes;1
116;17.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;No;UNKNOWN;No;0
117;17.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;Yes;Marlboro;Yes;1
118;17.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;Yes;Sobranie;Yes;1
119;17.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;Yes;LM;Yes;1
120;17.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;Yes;Winston;Yes;1
121;17.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;No;pall mall;Yes;1
122;17.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;Yes;Winston;Yes;1
123;17.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;Yes;Sobranie;Yes;1
124;17.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;No;Parlament;Yes;1
125;17.07.2026;19:00;22:00;Guramishvili;Friend;Sunny;Male;No;UNKNOWN;No;0
126;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Parlament;Yes;1
127;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Marlboro;Yes;1
128;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;No;Camel;Yes;1
129;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;No;UNKNOWN;No;0
130;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;No;Parlament;Yes;1
131;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Parlament;Yes;1
132;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Camel;Yes;1
133;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;UNKNOWN;No;0
134;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Winston;Yes;1
135;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;No;UNKNOWN;No;0
136;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Camel;Yes;2
137;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Winston;Yes;1
138;17.07.2026;19:00;22:00;Grmagele;Friend;Sunny;Male;Yes;Pirveli;Yes;1
139;17.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;Yes;Sobranie;Yes;2
140;17.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;UNKNOWN;No;0
141;17.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;Camel;Yes;2
142;17.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;Yes;UNKNOWN;No;0
143;17.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;Yes;tobaco;Yes;1
144;17.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;UNKNOWN;No;0
145;17.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;UNKNOWN;No;0
146;17.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;Yes;Camel;Yes;1
147;17.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;Yes;Camel;Yes;1
148;17.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;UNKNOWN;No;0
149;17.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;UNKNOWN;No;0
150;17.07.2026;19:00;22:00;Nadzaladevi;Friend;Sunny;Male;No;UNKNOWN;No;0
151;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;No;UNKNOWN;No;0
152;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;UNKNOWN;No;0
153;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;UNKNOWN;No;0
154;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;No;UNKNOWN;No;0
155;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Camel;Yes;1
156;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;No;UNKNOWN;No;0
157;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;UNKNOWN;No;0
158;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Camel;Yes;1
159;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;No;masisvitak;Yes;1
160;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;UNKNOWN;No;0
161;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Parlament;Yes;1
162;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;UNKNOWN;No;0
163;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;No;UNKNOWN;No;0
164;19.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;tobaco;Yes;1
165;19.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;tobaco;Yes;1
166;19.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;No;Pirveli;Yes;1
167;19.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;Parlament;Yes;1
168;19.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;Pirveli;Yes;1
169;19.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;No;Winston;Yes;1
170;19.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;No;UNKNOWN;No;0
171;19.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;Marlboro;Yes;1
172;19.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;LM;Yes;1
173;19.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;No;Sobranie;Yes;1
174;19.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;UNKNOWN;No;0
175;19.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;No;UNKNOWN;No;0
176;19.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;Parlament;Yes;1
177;19.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;Parlament;Yes;1
178;19.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;Parlament;Yes;1
179;19.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;No;Marlboro;Yes;1
180;19.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;No;Camel;Yes;2
181;19.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;UNKNOWN;No;0
182;19.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;UNKNOWN;No;0
183;19.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;No;UNKNOWN;No;0
184;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;UNKNOWN;No;0
185;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Parlament;Yes;1
186;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;UNKNOWN;No;0
187;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Parlament;Yes;1
188;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Marlboro;Yes;1
189;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Camel;Yes;1
190;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Parlament;Yes;1
191;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Camel;Yes;1
192;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;LM;Yes;1
193;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Camel;Yes;1
194;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Parlament;Yes;1
195;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Parlament;Yes;1
196;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;Pirveli;Yes;1
197;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;UNKNOWN;No;0
198;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;UNKNOWN;No;0
199;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;UNKNOWN;No;0
200;19.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Parlament;Yes;1
201;20.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Winston;Yes;1
202;20.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Camel;Yes;1
203;20.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;No;pall mall;Yes;1
204;20.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;No;UNKNOWN;No;0
205;20.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;UNKNOWN;No;0
206;20.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;UNKNOWN;No;0
207;20.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Sobranie;Yes;1
208;20.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Pirveli;Yes;1
209;20.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;No;Parlament;Yes;1
210;20.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Camel;Yes;1
211;20.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;UNKNOWN;No;0
212;20.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;No;Winston;Yes;1
213;20.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;Winston;Yes;1
214;20.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;Winston;Yes;1
215;20.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;UNKNOWN;No;0
216;20.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;UNKNOWN;No;0
217;20.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;No;Marlboro;Yes;1
218;20.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;No;Winston;Yes;1
219;20.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;Davidoff;Yes;1
220;20.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;UNKNOWN;No;0
221;20.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;Parlament;Yes;1
222;20.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;No;UNKNOWN;No;0
223;20.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;No;LM;Yes;1
224;20.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;UNKNOWN;No;0
225;20.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;UNKNOWN;No;0
226;20.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;No;Parlament;Yes;1
227;20.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;tobaco;Yes;1
228;20.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;No;UNKNOWN;No;0
229;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;Sobranie;Yes;1
230;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;Marlboro;Yes;1
231;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;Gauloises;Yes;1
232;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;No;Parlament;Yes;1
233;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;Camel;Yes;1
234;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;No;UNKNOWN;No;0
235;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;No;Camel;Yes;1
236;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;UNKNOWN;No;0
237;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;Parlament;Yes;1
238;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;No;UNKNOWN;No;0
239;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;No;UNKNOWN;No;0
240;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;Yes;UNKNOWN;No;0
241;20.07.2026;19:00;22:00;Grmagele;Alone;Sunny;Male;No;Parlament;Yes;1
242;20.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;UNKNOWN;No;0
243;20.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Winston;Yes;1
244;20.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;VIP;Yes;1
245;20.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;Winston;Yes;1
246;20.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;UNKNOWN;No;0
247;20.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;masisvitak;Yes;1
248;20.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;Manchester;Yes;1
249;20.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;Yes;UNKNOWN;No;0
250;20.07.2026;19:00;22:00;Nadzaladevi;Alone;Sunny;Male;No;UNKNOWN;No;0
251;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;No;Parlament;Yes;1
252;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Pirveli;Yes;1
253;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;No;UNKNOWN;No;0
254;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;No;Parlament;Yes;1
255;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Parlament;Yes;1
256;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Camel;Yes;1
257;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;UNKNOWN;No;0
258;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Camel;Yes;1
259;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Marlboro;Yes;1
260;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Parlament;Yes;1
261;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Parlament;Yes;1
262;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Sobranie;Yes;1
263;22.07.2026;19:00;22:00;Gldani;Alone;Sunny;Male;Yes;Winston;Yes;1
264;22.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;UNKNOWN;No;0
265;22.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;UNKNOWN;No;0
266;22.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;UNKNOWN;No;0
267;22.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;No;Parlament;Yes;1
268;22.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;Camel;Yes;1
269;22.07.2026;19:00;22:00;Sarajishvili;Alone;Sunny;Male;Yes;Marlboro;Yes;1
270;22.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;Parlament;Yes;1
271;22.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;Camel;Yes;1
272;22.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;UNKNOWN;No;0
273;22.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;Parlament;Yes;1
274;22.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;No;Camel;Yes;1
275;22.07.2026;19:00;22:00;Guramishvili;Alone;Sunny;Male;Yes;UNKNOWN;No;0
